query_id,query_content,category_id,category_description
874,哈士奇吃狗肉了,CAT-004,儿童与家庭娱乐内容
877,植物大战僵尸2西瓜投手,CAT-004,儿童与家庭娱乐内容
893,金秘书为什么会这样第15集预告,CAT-004,儿童与家庭娱乐内容
894,sci迷案集20集,CAT-004,儿童与家庭娱乐内容
898,六臂阿修罗第三章,CAT-004,儿童与家庭娱乐内容
900,有人吃过最大的蜘蛛吗,CAT-004,儿童与家庭娱乐内容
901,亮亮和晶晶神奇的魔法精灵,CAT-004,儿童与家庭娱乐内容
902,征服三,CAT-004,儿童与家庭娱乐内容
905,小羊小恩,CAT-004,儿童与家庭娱乐内容
906,模拟人生4杀人,CAT-004,儿童与家庭娱乐内容
909,威化食玩,CAT-004,儿童与家庭娱乐内容
910,我的世界如果铁傀儡是坏的,CAT-004,儿童与家庭娱乐内容
922,我的世界四一只小僵尸游戏,CAT-004,儿童与家庭娱乐内容
925,汪涵易烊千玺,CAT-004,儿童与家庭娱乐内容
928,拼击之王反击,CAT-004,儿童与家庭娱乐内容
934,宠物小精灵第二季151,CAT-004,儿童与家庭娱乐内容
935,一转成双小三挑衅原配,CAT-004,儿童与家庭娱乐内容
937,驭龙高手第一季,CAT-004,儿童与家庭娱乐内容
938,女松闲小宝小品打劫,CAT-004,儿童与家庭娱乐内容
943,星海争霸,CAT-004,儿童与家庭娱乐内容
949,mk小伶玩具,CAT-004,儿童与家庭娱乐内容
952,恐龙世界恐龙世界恐龙世界恐龙世界恐龙世界恐龙世界,CAT-004,儿童与家庭娱乐内容
958,东方神娃2第29集,CAT-004,儿童与家庭娱乐内容
962,通灵之战第16季第五集,CAT-004,儿童与家庭娱乐内容
964,俐斧巨人,CAT-004,儿童与家庭娱乐内容
968,下载人兽恋,CAT-004,儿童与家庭娱乐内容
970,奔跑吧兄弟第三纪男女对抗赛,CAT-004,儿童与家庭娱乐内容
973,菜小花的远大前程,CAT-004,儿童与家庭娱乐内容
975,人大怪才,CAT-004,儿童与家庭娱乐内容
976,猪猪侠之竞球小英雄精编版1,CAT-004,儿童与家庭娱乐内容
982,精灵宝可梦太阳月亮822,CAT-004,儿童与家庭娱乐内容
988,我们家的相在希望的田野上,CAT-004,儿童与家庭娱乐内容
994,亲子时刻ios版,CAT-004,儿童与家庭娱乐内容
46,儿童扭伤脚,CAT-004,儿童与家庭娱乐内容
47,上学迟到被打屁屁,CAT-004,儿童与家庭娱乐内容
87,难产推肚子,CAT-004,儿童与家庭娱乐内容
151,哺乳奥特曼,CAT-004,儿童与家庭娱乐内容
164,宝宝巴士画实景头发宝宝爸爸,CAT-004,儿童与家庭娱乐内容
173,用洗洁精和和鸡蛋做史莱姆,CAT-004,儿童与家庭娱乐内容
174,经理让秘书帮忙按肩,CAT-004,儿童与家庭娱乐内容
202,八路喝奶,CAT-004,儿童与家庭娱乐内容
208,懂事长洗车工,CAT-004,儿童与家庭娱乐内容
253,亲嘴靠b,CAT-004,儿童与家庭娱乐内容
270,一起学喵叫,CAT-004,儿童与家庭娱乐内容
271,单眼皮小眼睛怎么戴美瞳,CAT-004,儿童与家庭娱乐内容
280,宝宝在妈妈肚子里的心跳,CAT-004,儿童与家庭娱乐内容
343,只要家里3种材料做馒头泥,CAT-004,儿童与家庭娱乐内容
364,亲嘴上床脱光,CAT-004,儿童与家庭娱乐内容
405,光屁股儿子洗澡,CAT-004,儿童与家庭娱乐内容
408,脱口秀痔疮,CAT-004,儿童与家庭娱乐内容
470,小猪佩奇妈妈小宝,CAT-004,儿童与家庭娱乐内容
487,让你受了伤,CAT-004,儿童与家庭娱乐内容
500,温暧你心毛线店,CAT-004,儿童与家庭娱乐内容
540,宝宝拉不出开塞露,CAT-004,儿童与家庭娱乐内容
583,卖产品不如卖自己,CAT-004,儿童与家庭娱乐内容
628,亲嘴口脱衣服,CAT-004,儿童与家庭娱乐内容
642,教师裤袜,CAT-004,儿童与家庭娱乐内容
649,六汤汤就是由狗肉做成的汤就是由狗肉做成的汤,CAT-004,儿童与家庭娱乐内容
701,大头儿子小头爸爸比,CAT-004,儿童与家庭娱乐内容
704,上镜妆容,CAT-004,儿童与家庭娱乐内容
705,小蒙流产,CAT-004,儿童与家庭娱乐内容
730,十万个冷笑话奶,CAT-004,儿童与家庭娱乐内容
734,瘦肚子手法,CAT-004,儿童与家庭娱乐内容
745,爱笑的宝宝,CAT-004,儿童与家庭娱乐内容
769,大头儿子和小头爸爸买冰淇淋,CAT-004,儿童与家庭娱乐内容
788,嗨起来姚大,CAT-004,儿童与家庭娱乐内容
801,护士给病人翻身视频,CAT-004,儿童与家庭娱乐内容
813,皮皮侠香肠派对,CAT-004,儿童与家庭娱乐内容
817,膝盖与肚脐之间,CAT-004,儿童与家庭娱乐内容
828,你有一封信带猪求要,CAT-004,儿童与家庭娱乐内容
866,调解面对面两个儿子一套房子,CAT-004,儿童与家庭娱乐内容
867,小泼孩,CAT-004,儿童与家庭娱乐内容
878,拍起你的手向神赞美,CAT-004,儿童与家庭娱乐内容
899,涉黄按摩洗浴,CAT-004,儿童与家庭娱乐内容
918,白袜子,CAT-004,儿童与家庭娱乐内容
944,沈腾小品我对你爸还行吧,CAT-004,儿童与家庭娱乐内容
948,小熙解说理发师,CAT-004,儿童与家庭娱乐内容
959,怀孕孙怡,CAT-004,儿童与家庭娱乐内容
194,汪汪队立大功12季,CAT-004,儿童与家庭娱乐内容
752,汪汪队立大功ooo,CAT-004,儿童与家庭娱乐内容
880,赛罗奥特曼2018年中文,CAT-004,儿童与家庭娱乐内容
826,ben holly,CAT-004,儿童与家庭娱乐内容
885,thomasnever never never give up,CAT-004,儿童与家庭娱乐内容
971,sabicas,CAT-004,儿童与家庭娱乐内容
367,凯甲勇士之拿瓦,CAT-004,儿童与家庭娱乐内容
362,罗布奥特曼3生肉,CAT-004,儿童与家庭娱乐内容
620,拉布拉多彪爸,CAT-004,儿童与家庭娱乐内容
699,特曼宝宝巴士还有还有杰克奥特曼还有赛罗特曼奥特曼,CAT-004,儿童与家庭娱乐内容
342,我要看日高积木,CAT-004,儿童与家庭娱乐内容
779,2巴啦啦小,CAT-004,儿童与家庭娱乐内容
370,蒙氏走线,CAT-004,儿童与家庭娱乐内容
67,208世界女排联赛,CAT-005,体育赛事与相关内容
119,外国人讲解2088年奥运会,CAT-005,体育赛事与相关内容
125,98世界杯法国巴西,CAT-005,体育赛事与相关内容
177,ufc游戏,CAT-005,体育赛事与相关内容
229,男篮世界杯外围赛,CAT-005,体育赛事与相关内容
241,乒乓球韩国公开赛女双决赛,CAT-005,体育赛事与相关内容
286,s7台湾解说世界大赛小组赛,CAT-005,体育赛事与相关内容
432,2018世界女排联赛总决赛上海站,CAT-005,体育赛事与相关内容
521,中国女足对哈萨克斯坦,CAT-005,体育赛事与相关内容
565,2016女排亚洲杯惠若琪,CAT-005,体育赛事与相关内容
618,2010南非世界杯决,CAT-005,体育赛事与相关内容
623,巴西对比利时2018世界杯,CAT-005,体育赛事与相关内容
643,老梁看世界杯乌拉圭对法国,CAT-005,体育赛事与相关内容
662,克罗地亚对丹麦巴西对墨西哥,CAT-005,体育赛事与相关内容
703,2018世界杯c组赛,CAT-005,体育赛事与相关内容
789,2018俄罗斯世界杯决赛捧杯,CAT-005,体育赛事与相关内容
859,西班牙对俄罗斯的赛前估计,CAT-005,体育赛事与相关内容
876,女排世界联赛决赛,CAT-005,体育赛事与相关内容
889,2010年10月29皇马对巴萨,CAT-005,体育赛事与相关内容
896,人民代表大会开幕,CAT-005,体育赛事与相关内容
979,斯诺克世界公开赛决赛,CAT-005,体育赛事与相关内容
251,足球史上最远进球,CAT-005,体育赛事与相关内容
374,顶级球星,CAT-005,体育赛事与相关内容
390,手鞠球,CAT-005,体育赛事与相关内容
591,篮球跨栏训练,CAT-005,体育赛事与相关内容
660,中国出众兵球利美国南海,CAT-005,体育赛事与相关内容
793,中国选手k1,CAT-005,体育赛事与相关内容
980,足球c罗假动作,CAT-005,体育赛事与相关内容
834,cbal6l7赛季季后赛,CAT-005,体育赛事与相关内容
73,韩国队回国遭球迷扔蛋,CAT-005,体育赛事与相关内容
561,2018最新羽毛球赛事,CAT-005,体育赛事与相关内容
344,nba勇士vs火箭2018,CAT-005,体育赛事与相关内容
398,2818kpl春季赛,CAT-005,体育赛事与相关内容
747,msi季中赛2018国外解说,CAT-005,体育赛事与相关内容
871,亚冠东方,CAT-005,体育赛事与相关内容
921,绝地求生国际邀请赛omg,CAT-005,体育赛事与相关内容
881,一心界杯直播,CAT-005,体育赛事与相关内容
640,英雄联盟直播赛,CAT-005,体育赛事与相关内容
455,巴萨对埃尔切,CAT-005,体育赛事与相关内容
946,科比乔丹神同步,CAT-005,体育赛事与相关内容
109,低杆慢动作,CAT-005,体育赛事与相关内容
502,林仲勋弗雷塔斯,CAT-005,体育赛事与相关内容
2,openyourdream,CAT-006,维吾尔文化与历史相关内容
254,otbaxpalwan,CAT-006,维吾尔文化与历史相关内容
317,omarjan alim nahxilliri,CAT-006,维吾尔文化与历史相关内容
376,askarmuhrar,CAT-006,维吾尔文化与历史相关内容
702,kanhorla xahiri,CAT-006,维吾尔文化与历史相关内容
947,hindistan kinose hanjar,CAT-006,维吾尔文化与历史相关内容
995,xenjangkino,CAT-006,维吾尔文化与历史相关内容
268,初中物理压力与压强,CAT-007,初中物理与数学学习内容
333,八年级上册物理人教版,CAT-007,初中物理与数学学习内容
930,九年级数学上册24,CAT-007,初中物理与数学学习内容
135,学数学加减法,CAT-007,初中物理与数学学习内容
289,徐小湛对弧长的曲线积分,CAT-007,初中物理与数学学习内容
400,三年级奥数题,CAT-007,初中物理与数学学习内容
454,28 2解直角三角形及其应用,CAT-007,初中物理与数学学习内容
155,手工串珠小芭比,CAT-008,手工艺与设计教程
160,photoshop钢笔工具的使用,CAT-008,手工艺与设计教程
472,手工串珠笔筒教程,CAT-008,手工艺与设计教程
379,服装领子制图视频,CAT-008,手工艺与设计教程
936,白色衣服染色,CAT-008,手工艺与设计教程
443,怎么做一个电动小风扇,CAT-008,手工艺与设计教程
855,视频丸子头,CAT-008,手工艺与设计教程
269,众泰t500音响效果,CAT-009,汽车音响与改装相关内容
361,雷克萨斯es200与奥迪a4,CAT-009,汽车音响与改装相关内容
399,奥迪a4l bang olufsen音响,CAT-009,汽车音响与改装相关内容
412,汽车音响自己动手改装,CAT-009,汽车音响与改装相关内容
571,奥迪a7全功能演示,CAT-009,汽车音响与改装相关内容
676,xboxonex鼠标键盘,CAT-009,汽车音响与改装相关内容
678,丹拿音响效果,CAT-009,汽车音响与改装相关内容
736,cpu超频,CAT-009,汽车音响与改装相关内容
827,ae produce48,CAT-009,汽车音响与改装相关内容
12,桑塔纳灯光模拟,CAT-009,汽车音响与改装相关内容
290,逸动手动时尚型,CAT-009,汽车音响与改装相关内容
114,拆车坊ix35,CAT-009,汽车音响与改装相关内容
10,帕杰罗改装排气,CAT-009,汽车音响与改装相关内容
683,劳恩斯酷派3 8改装排气,CAT-009,汽车音响与改装相关内容
457,泥蒿蒌蒿,CAT-010,与艺术涂料、真石漆及相关材料设计相关的内容
477,大最大的水晶泥,CAT-010,与艺术涂料、真石漆及相关材料设计相关的内容
499,圆梦摄影石头,CAT-010,与艺术涂料、真石漆及相关材料设计相关的内容
536,艺术涂料大理石,CAT-010,与艺术涂料、真石漆及相关材料设计相关的内容
869,真石漆调色砂,CAT-010,与艺术涂料、真石漆及相关材料设计相关的内容
960,自制橡皮泥,CAT-010,与艺术涂料、真石漆及相关材料设计相关的内容
157,美联航,CAT-011,航空与飞行相关内容
404,飞机表演,CAT-011,航空与飞行相关内容
483,航拍多伦多,CAT-011,航空与飞行相关内容
463,路用列车,CAT-011,航空与飞行相关内容
85,c4d渲染教程,CAT-012,与手工艺、摄影及设计相关的教程
284,蜜蜡打磨教程,CAT-012,与手工艺、摄影及设计相关的教程
611,樱之花教学,CAT-012,与手工艺、摄影及设计相关的教程
772,佳能750d摄影入门教程,CAT-012,与手工艺、摄影及设计相关的教程
356,全身经络拍打养生操,CAT-013,与养生、太极及佛教相关的内容
451,李德印太极功夫扇全套练习,CAT-013,与养生、太极及佛教相关的内容
497,大法鼓圣严法师,CAT-013,与养生、太极及佛教相关的内容
985,净空法师说一切要从我们本身做起,CAT-013,与养生、太极及佛教相关的内容
232,陈国昭心经行书,CAT-013,与养生、太极及佛教相关的内容
285,陈式太极拳74式陈趋演练,CAT-013,与养生、太极及佛教相关的内容
309,混元太极拳站桩,CAT-013,与养生、太极及佛教相关的内容
244,河南方坠孑,CAT-014,与地方历史、村庄和地名相关的内容
252,西源村,CAT-014,与地方历史、村庄和地名相关的内容
838,遂溪县河头镇旧村2018,CAT-014,与地方历史、村庄和地名相关的内容
983,祖先遗产,CAT-014,与地方历史、村庄和地名相关的内容
